transaction_id,customer_id,amount,payment_method,failure_reason,retry_count,customer_quality_score,true_recovery_probability,recovered,created_at
10135,1249,8588.89,upi,insufficient_balance,1,0.658,0.433,0,2026-06-25 13:02:34
10136,286,5907.98,card,customer_abandonment,1,0.69,0.196,0,2026-07-19 13:02:34
10137,3337,8718.33,upi,temporary_bank_failure,1,0.742,0.767,0,2026-08-13 13:02:34
10138,2594,7048.49,upi,insufficient_balance,0,0.695,0.528,0,2026-05-31 13:02:34
10139,4773,5466.59,card,network_timeout,1,0.615,0.666,1,2026-07-03 13:02:34
10140,3802,3439.87,upi,temporary_bank_failure,0,0.738,0.845,1,2026-07-11 13:02:34
10141,1339,2647.68,upi,insufficient_balance,1,0.243,0.267,0,2026-07-26 13:02:34
10142,863,8624.63,wallet,network_timeout,0,0.893,0.857,1,2026-07-10 13:02:34
10143,2154,1118.28,upi,authentication_failure,0,0.459,0.534,0,2026-06-29 13:02:34
10144,4204,1327.13,netbanking,customer_abandonment,0,0.253,0.101,0,2026-08-13 13:02:34
10145,238,6820.06,wallet,temporary_bank_failure,0,0.532,0.763,0,2026-07-03 13:02:34
10146,3732,3545.92,card,repeated_failure,3,0.792,0.027,0,2026-07-05 13:02:34
10147,1043,3282.26,wallet,insufficient_balance,1,0.957,0.553,0,2026-08-17 13:02:34
10148,1353,944.95,wallet,network_timeout,1,0.799,0.74,0,2026-07-12 13:02:34
10149,2063,8877.06,upi,repeated_failure,3,0.913,0.075,0,2026-07-25 13:02:34
10150,386,4417.15,upi,network_timeout,2,0.783,0.653,0,2026-06-02 13:02:34
10151,3891,8354.44,card,authentication_failure,2,0.563,0.415,0,2026-07-08 13:02:34
10152,1838,6788.03,netbanking,customer_abandonment,0,0.903,0.361,1,2026-06-20 13:02:34
10153,4601,2688.87,upi,customer_abandonment,2,0.94,0.216,0,2026-08-21 13:02:34
10154,2987,8945.22,upi,repeated_failure,0,0.91,0.314,0,2026-06-19 13:02:34
10155,720,9664.2,wallet,insufficient_balance,2,0.78,0.402,0,2026-07-21 13:02:34
10156,156,6758.07,card,temporary_bank_failure,1,0.712,0.755,1,2026-05-30 13:02:34
10157,1527,4454.28,netbanking,customer_abandonment,1,0.899,0.28,1,2026-06-16 13:02:34
10158,2455,1771.5,netbanking,network_timeout,0,0.839,0.836,0,2026-06-19 13:02:34
10159,257,7385.19,wallet,repeated_failure,3,0.912,0.075,0,2026-06-01 13:02:34
10160,4522,6292.16,card,temporary_bank_failure,1,0.644,0.728,1,2026-07-09 13:02:34
10161,782,4428.17,wallet,repeated_failure,3,0.74,0.02,0,2026-06-05 13:02:34
10162,323,197.06,card,repeated_failure,2,0.572,0.02,0,2026-06-04 13:02:34
10163,4211,5889.98,card,network_timeout,1,0.674,0.69,1,2026-06-27 13:02:34
10164,4355,8289.04,wallet,repeated_failure,3,0.581,0.02,0,2026-07-02 13:02:34
10165,4321,4366.05,upi,customer_abandonment,2,0.358,0.02,0,2026-06-04 13:02:34
10166,4795,766.47,upi,temporary_bank_failure,1,0.744,0.768,1,2026-08-08 13:02:34
10167,4378,2266.07,netbanking,authentication_failure,1,0.871,0.618,1,2026-06-21 13:02:34
10168,4829,8849.28,wallet,customer_abandonment,0,0.87,0.348,0,2026-08-13 13:02:34
10169,3058,9591.38,upi,repeated_failure,2,0.487,0.02,0,2026-06-24 13:02:34
10170,1945,2223.16,card,customer_abandonment,1,0.66,0.184,0,2026-07-21 13:02:34
10171,4219,8079.54,netbanking,customer_abandonment,3,0.657,0.023,0,2026-07-24 13:02:34
10172,4028,9687.88,upi,network_timeout,3,0.945,0.638,1,2026-07-12 13:02:34
10173,4710,7029.43,wallet,temporary_bank_failure,3,0.572,0.539,1,2026-07-17 13:02:34
10174,594,9539.95,netbanking,authentication_failure,1,0.654,0.532,0,2026-07-30 13:02:34
10175,3011,7317.01,upi,insufficient_balance,1,0.662,0.435,0,2026-07-02 13:02:34
10176,3706,7363.19,card,authentication_failure,0,0.732,0.643,1,2026-08-19 13:02:34
10177,1817,2467.85,netbanking,network_timeout,2,0.686,0.614,1,2026-08-06 13:02:34
10178,4498,4247.42,wallet,network_timeout,3,0.336,0.394,0,2026-07-12 13:02:34
10179,2031,3425.87,wallet,customer_abandonment,3,0.507,0.02,0,2026-07-17 13:02:34
10180,1120,452.06,card,customer_abandonment,0,0.788,0.315,0,2026-08-01 13:02:34
10181,3345,9237.74,netbanking,repeated_failure,2,0.591,0.026,0,2026-07-03 13:02:34
10182,3736,5973.57,upi,network_timeout,3,0.599,0.5,0,2026-06-16 13:02:34
10183,1902,9746.26,upi,insufficient_balance,2,0.639,0.346,0,2026-08-15 13:02:34
10184,1113,2448.83,upi,customer_abandonment,2,0.916,0.206,1,2026-06-06 13:02:34
10185,2747,643.82,card,insufficient_balance,1,0.862,0.515,1,2026-08-16 13:02:34
10186,2412,8756.14,wallet,network_timeout,1,0.932,0.793,1,2026-08-06 13:02:34
10187,2052,6492.97,card,network_timeout,1,0.897,0.779,1,2026-08-12 13:02:34
10188,608,9068.95,upi,network_timeout,1,0.801,0.74,1,2026-07-18 13:02:34
10189,870,3418.96,upi,repeated_failure,0,0.839,0.286,1,2026-07-26 13:02:34
10190,4859,223.77,wallet,insufficient_balance,2,0.762,0.395,0,2026-06-23 13:02:34
10191,1040,2615.38,upi,customer_abandonment,0,0.923,0.369,0,2026-08-19 13:02:34
10192,1370,7449.37,card,repeated_failure,3,0.642,0.02,0,2026-07-14 13:02:34
10193,408,8760.72,card,network_timeout,2,0.728,0.631,0,2026-08-14 13:02:34
10194,2916,9024.77,upi,temporary_bank_failure,3,0.819,0.638,1,2026-07-29 13:02:34
10195,136,7549.89,netbanking,insufficient_balance,1,0.888,0.525,0,2026-08-04 13:02:34
10196,1265,4560.99,upi,temporary_bank_failure,2,0.815,0.716,1,2026-06-15 13:02:34
10197,2790,229.64,upi,customer_abandonment,2,0.673,0.109,1,2026-08-06 13:02:34
10198,1671,7481.37,card,repeated_failure,0,0.697,0.229,1,2026-07-01 13:02:34
10199,899,4153.24,netbanking,network_timeout,0,0.863,0.845,1,2026-08-09 13:02:34
10200,4375,2155.78,wallet,authentication_failure,2,0.815,0.516,1,2026-07-26 13:02:34
10201,4951,7903.92,wallet,authentication_failure,2,0.823,0.519,0,2026-06-07 13:02:34
10202,3216,6670.61,upi,insufficient_balance,2,0.843,0.427,1,2026-08-13 13:02:34
10203,1438,8087.54,card,network_timeout,1,0.741,0.716,1,2026-06-23 13:02:34
10204,4374,6272.48,card,network_timeout,2,0.95,0.72,1,2026-06-13 13:02:34
10205,738,8612.08,upi,authentication_failure,3,0.882,0.463,1,2026-06-19 13:02:34
10206,1728,1175.4,netbanking,repeated_failure,2,0.617,0.037,0,2026-08-11 13:02:34
10207,4329,6751.31,card,insufficient_balance,2,0.687,0.365,0,2026-08-02 13:02:34
10208,1034,1175.89,upi,temporary_bank_failure,3,0.444,0.488,1,2026-07-11 13:02:34
10209,91,9312.12,wallet,customer_abandonment,1,0.675,0.19,0,2026-08-21 13:02:34
10210,4497,9381.34,card,insufficient_balance,2,0.589,0.326,0,2026-07-22 13:02:34
10211,903,8235.39,netbanking,temporary_bank_failure,2,0.592,0.627,1,2026-07-14 13:02:34
10212,3437,4497.64,wallet,repeated_failure,2,0.886,0.144,0,2026-07-05 13:02:34
10213,2860,1439.88,wallet,insufficient_balance,3,0.764,0.316,0,2026-08-18 13:02:34
10214,4852,2955.29,wallet,temporary_bank_failure,0,0.733,0.843,0,2026-06-05 13:02:34
10215,4631,6877.37,wallet,customer_abandonment,1,0.933,0.293,0,2026-08-13 13:02:34
10216,4853,3008.69,wallet,authentication_failure,3,0.604,0.352,1,2026-06-07 13:02:34
10217,493,8948.4,wallet,temporary_bank_failure,1,0.556,0.692,0,2026-08-02 13:02:34
10218,766,9075.26,upi,authentication_failure,3,0.839,0.446,1,2026-06-07 13:02:34
10219,3330,1238.88,wallet,repeated_failure,3,0.815,0.036,0,2026-07-25 13:02:34
10220,1189,323.1,netbanking,authentication_failure,2,0.305,0.312,1,2026-07-15 13:02:34
10221,1622,3141.59,upi,authentication_failure,3,0.884,0.464,1,2026-08-07 13:02:34
10222,810,5018.93,wallet,temporary_bank_failure,3,0.553,0.531,1,2026-07-02 13:02:34
10223,2026,1869.5,upi,network_timeout,0,0.837,0.835,1,2026-08-02 13:02:34
10224,4775,5110.37,wallet,temporary_bank_failure,0,0.9,0.91,1,2026-06-26 13:02:34
10225,1820,4836.96,upi,insufficient_balance,3,0.917,0.377,0,2026-07-16 13:02:34
10226,416,8781.18,upi,temporary_bank_failure,2,0.68,0.662,0,2026-06-26 13:02:34
10227,2614,3519.12,netbanking,insufficient_balance,1,0.723,0.459,1,2026-07-06 13:02:34
10228,3948,9345.43,netbanking,customer_abandonment,2,0.545,0.058,0,2026-08-24 13:02:34
10229,3246,6199.41,wallet,temporary_bank_failure,3,0.72,0.598,0,2026-08-14 13:02:34
10230,4785,1997.1,netbanking,authentication_failure,1,0.706,0.552,1,2026-08-18 13:02:34
10231,1883,4130.52,netbanking,repeated_failure,3,0.452,0.02,0,2026-08-20 13:02:34
10232,2745,8151.12,card,customer_abandonment,3,0.543,0.02,0,2026-08-20 13:02:34
10233,659,8855.03,upi,temporary_bank_failure,3,0.917,0.677,1,2026-06-11 13:02:34
10234,3785,2933.52,wallet,customer_abandonment,1,0.298,0.039,0,2026-07-31 13:02:34
10235,3642,7005.91,wallet,insufficient_balance,2,0.739,0.386,0,2026-06-14 13:02:34
10236,3596,9115.8,upi,customer_abandonment,3,0.909,0.124,0,2026-07-04 13:02:34
10237,3909,1071.96,netbanking,customer_abandonment,2,0.983,0.233,1,2026-07-22 13:02:34
10238,4397,515.68,netbanking,network_timeout,3,0.763,0.565,1,2026-07-07 13:02:34
10239,4619,6252.78,wallet,network_timeout,3,0.862,0.605,0,2026-07-11 13:02:34
10240,4564,5228.64,upi,repeated_failure,3,0.651,0.02,0,2026-06-04 13:02:34
10241,4995,8044.3,wallet,temporary_bank_failure,2,0.862,0.735,1,2026-06-18 13:02:34
10242,1215,2864.95,card,authentication_failure,2,0.904,0.552,1,2026-06-02 13:02:34
10243,1778,4007.71,wallet,customer_abandonment,1,0.777,0.231,0,2026-06-15 13:02:34
10244,2441,6175.14,upi,authentication_failure,0,0.825,0.68,0,2026-07-26 13:02:34
10245,4203,290.81,upi,network_timeout,2,0.636,0.594,0,2026-08-06 13:02:34
10246,99,4659.79,wallet,temporary_bank_failure,0,0.814,0.876,0,2026-06-05 13:02:34
10247,4695,5503.18,wallet,network_timeout,0,0.552,0.721,1,2026-07-06 13:02:34
10248,3071,9020.18,card,temporary_bank_failure,2,0.927,0.761,0,2026-07-28 13:02:34
10249,1832,5680.26,upi,temporary_bank_failure,2,0.764,0.696,1,2026-06-29 13:02:34
10250,3293,5043.92,card,insufficient_balance,2,0.9,0.45,0,2026-08-02 13:02:34
10251,113,6302.03,upi,customer_abandonment,1,0.958,0.303,0,2026-06-04 13:02:34
10252,2358,3475.61,card,temporary_bank_failure,2,0.986,0.784,1,2026-07-23 13:02:34
10253,1972,2514.63,upi,repeated_failure,2,0.645,0.048,0,2026-07-15 13:02:34
10254,1124,5260.7,wallet,network_timeout,2,0.673,0.609,1,2026-07-16 13:02:34
10255,3656,9450.66,wallet,authentication_failure,2,0.891,0.546,1,2026-08-07 13:02:34
10256,2760,6168.84,upi,insufficient_balance,1,0.558,0.393,0,2026-06-15 13:02:34
10257,1371,7769.0,card,repeated_failure,2,0.962,0.175,1,2026-07-17 13:02:34
10258,2573,7184.73,wallet,network_timeout,3,0.805,0.582,0,2026-07-28 13:02:34
10259,4045,3928.28,wallet,customer_abandonment,3,0.337,0.02,0,2026-06-21 13:02:34
10260,3496,1388.86,card,insufficient_balance,0,0.931,0.622,1,2026-07-23 13:02:34
10261,3012,656.92,card,network_timeout,3,0.882,0.613,1,2026-06-19 13:02:34
10262,179,4717.33,netbanking,repeated_failure,0,0.46,0.134,0,2026-07-03 13:02:34
10263,2558,3855.84,upi,network_timeout,3,0.407,0.423,0,2026-08-09 13:02:34
10264,3177,1767.44,upi,authentication_failure,0,0.748,0.649,0,2026-07-17 13:02:34
10265,4211,2375.24,netbanking,repeated_failure,1,0.674,0.14,0,2026-07-07 13:02:34
10266,4208,1102.83,netbanking,customer_abandonment,3,0.758,0.063,0,2026-07-04 13:02:34
10267,4411,6706.29,upi,insufficient_balance,2,0.453,0.271,0,2026-07-23 13:02:34
10268,3430,3018.43,wallet,authentication_failure,2,0.789,0.506,1,2026-06-07 13:02:34
10269,204,4986.69,wallet,customer_abandonment,3,0.771,0.068,0,2026-07-15 13:02:34
10270,3204,2722.0,netbanking,insufficient_balance,1,0.949,0.55,0,2026-08-08 13:02:34
10271,1928,4310.21,card,authentication_failure,1,0.858,0.613,1,2026-08-20 13:02:34
10272,2761,2944.72,netbanking,insufficient_balance,0,0.642,0.507,1,2026-06-10 13:02:34
10273,1591,9997.71,netbanking,customer_abandonment,2,0.658,0.103,0,2026-07-27 13:02:34
10274,3335,3525.62,upi,repeated_failure,1,0.621,0.118,0,2026-06-10 13:02:34
10275,1438,125.17,wallet,repeated_failure,2,0.741,0.086,0,2026-06-04 13:02:34
10276,2419,1073.34,wallet,network_timeout,3,0.833,0.593,0,2026-08-15 13:02:34
10277,3935,6373.97,upi,insufficient_balance,0,0.66,0.514,1,2026-07-24 13:02:34
10278,1329,3711.68,card,network_timeout,2,0.853,0.681,1,2026-05-30 13:02:34
10279,4228,388.85,upi,temporary_bank_failure,3,0.748,0.609,0,2026-06-05 13:02:34
10280,2483,3124.5,netbanking,repeated_failure,0,0.639,0.206,0,2026-08-11 13:02:34
10281,1748,6727.8,netbanking,temporary_bank_failure,3,0.637,0.565,1,2026-06-14 13:02:34
10282,2415,4263.12,wallet,customer_abandonment,2,0.959,0.224,0,2026-05-31 13:02:34
10283,1393,5940.22,upi,network_timeout,0,0.835,0.834,1,2026-08-27 13:02:34
10284,221,4656.12,card,temporary_bank_failure,1,0.743,0.767,1,2026-07-14 13:02:34
10285,4219,2537.35,netbanking,temporary_bank_failure,1,0.657,0.733,1,2026-08-19 13:02:34
10286,4090,562.91,upi,network_timeout,2,0.829,0.672,0,2026-06-28 13:02:34
10287,1162,9088.12,upi,customer_abandonment,1,0.657,0.183,0,2026-06-12 13:02:34
10288,3095,5392.33,card,network_timeout,3,0.88,0.612,1,2026-07-16 13:02:34
10289,2273,7544.4,wallet,network_timeout,1,0.616,0.666,1,2026-06-20 13:02:34
10290,2239,3678.05,wallet,temporary_bank_failure,2,0.715,0.676,0,2026-08-05 13:02:34
10291,169,1526.74,card,temporary_bank_failure,1,0.842,0.807,1,2026-07-12 13:02:34
10292,3746,135.67,netbanking,network_timeout,3,0.836,0.594,0,2026-06-24 13:02:34
10293,4411,4539.3,wallet,insufficient_balance,3,0.453,0.191,1,2026-06-11 13:02:34
10294,1185,2289.82,wallet,insufficient_balance,2,0.511,0.294,0,2026-07-02 13:02:34
10295,1443,5281.28,card,network_timeout,0,0.913,0.865,1,2026-07-01 13:02:34
10296,3660,502.5,netbanking,insufficient_balance,0,0.666,0.516,1,2026-08-20 13:02:34
10297,234,7529.05,upi,customer_abandonment,0,0.816,0.326,0,2026-07-10 13:02:34
10298,3929,1584.03,upi,insufficient_balance,0,0.814,0.576,1,2026-06-13 13:02:34
10299,3243,769.88,wallet,network_timeout,0,0.255,0.602,1,2026-07-27 13:02:34
10300,274,6600.24,wallet,insufficient_balance,0,0.559,0.474,0,2026-06-30 13:02:34
10301,4062,3351.34,upi,temporary_bank_failure,2,0.875,0.74,1,2026-08-06 13:02:34
10302,2321,8657.79,wallet,authentication_failure,1,0.575,0.5,1,2026-07-21 13:02:34
10303,992,219.26,card,repeated_failure,0,0.833,0.283,0,2026-08-20 13:02:34
10304,1634,6942.41,upi,repeated_failure,3,0.574,0.02,0,2026-07-03 13:02:34
10305,3286,2212.56,netbanking,customer_abandonment,1,0.745,0.218,0,2026-06-27 13:02:34
10306,2531,1966.27,card,repeated_failure,0,0.417,0.117,0,2026-07-10 13:02:34
10307,4248,2044.92,wallet,customer_abandonment,0,0.58,0.232,0,2026-06-11 13:02:34
10308,4635,7865.04,wallet,customer_abandonment,3,0.539,0.02,0,2026-08-13 13:02:34
10309,2020,2878.31,wallet,temporary_bank_failure,1,0.791,0.786,1,2026-07-12 13:02:34
10310,2533,925.22,wallet,temporary_bank_failure,3,0.819,0.638,1,2026-06-08 13:02:34
10311,1707,4368.84,upi,network_timeout,1,0.795,0.738,1,2026-06-10 13:02:34
10312,1933,1295.13,card,temporary_bank_failure,0,0.648,0.809,1,2026-08-10 13:02:34
10313,1856,1991.91,card,customer_abandonment,2,0.739,0.136,0,2026-08-27 13:02:34
10314,2322,9074.85,upi,temporary_bank_failure,2,0.207,0.473,1,2026-05-30 13:02:34
10315,710,4809.06,netbanking,temporary_bank_failure,1,0.336,0.604,1,2026-08-11 13:02:34
10316,3129,7988.44,netbanking,repeated_failure,2,0.82,0.118,0,2026-08-25 13:02:34
10317,437,2346.07,card,customer_abandonment,0,0.798,0.319,1,2026-06-06 13:02:34
10318,3384,5961.9,upi,repeated_failure,2,0.828,0.121,0,2026-06-13 13:02:34
10319,1293,6974.91,upi,repeated_failure,3,0.494,0.02,0,2026-06-29 13:02:34
10320,2630,6333.35,card,repeated_failure,0,0.808,0.273,0,2026-08-14 13:02:34
10321,1795,3647.86,card,authentication_failure,2,0.684,0.464,0,2026-06-30 13:02:34
10322,886,1885.16,wallet,network_timeout,0,0.748,0.799,1,2026-06-14 13:02:34
10323,2545,8273.04,card,network_timeout,1,0.748,0.719,1,2026-06-24 13:02:34
10324,84,7241.11,upi,network_timeout,0,0.872,0.849,1,2026-06-17 13:02:34
10325,4194,8792.17,netbanking,repeated_failure,3,0.427,0.02,0,2026-06-19 13:02:34
10326,1983,4343.17,wallet,customer_abandonment,1,0.514,0.126,0,2026-06-01 13:02:34
10327,1199,3111.92,netbanking,repeated_failure,0,0.775,0.26,0,2026-05-31 13:02:34
10328,527,8664.01,card,customer_abandonment,0,0.54,0.216,0,2026-08-24 13:02:34
10329,113,7993.4,netbanking,authentication_failure,3,0.958,0.493,1,2026-08-22 13:02:34
10330,3667,6987.92,wallet,repeated_failure,3,0.579,0.02,0,2026-06-27 13:02:34
10331,4055,6388.09,upi,customer_abandonment,3,0.504,0.02,0,2026-07-22 13:02:34
10332,3489,3909.49,card,temporary_bank_failure,0,0.735,0.844,1,2026-06-04 13:02:34
10333,231,241.31,upi,authentication_failure,3,0.612,0.355,0,2026-07-22 13:02:34
10334,1373,9253.28,wallet,network_timeout,0,0.848,0.839,1,2026-07-02 13:02:34
10335,4835,1554.01,card,temporary_bank_failure,3,0.858,0.653,1,2026-06-13 13:02:34
10336,635,6168.26,upi,temporary_bank_failure,3,0.996,0.708,1,2026-08-10 13:02:34
10337,3784,8361.21,card,authentication_failure,2,0.763,0.495,0,2026-08-19 13:02:34
10338,625,4610.87,upi,network_timeout,0,0.717,0.787,0,2026-07-20 13:02:34
10339,896,5442.48,wallet,repeated_failure,3,0.632,0.02,0,2026-07-18 13:02:34
10340,3144,8601.99,wallet,network_timeout,2,0.788,0.655,1,2026-08-17 13:02:34
10341,2287,3807.1,card,repeated_failure,1,0.59,0.106,0,2026-07-22 13:02:34
10342,3439,5419.63,netbanking,insufficient_balance,1,0.865,0.516,1,2026-07-27 13:02:34
10343,4030,6810.66,netbanking,repeated_failure,3,0.846,0.048,0,2026-08-12 13:02:34
10344,2225,7767.23,wallet,customer_abandonment,3,0.715,0.046,0,2026-06-17 13:02:34
10345,864,4810.17,card,network_timeout,2,0.771,0.648,0,2026-06-05 13:02:34
10346,1209,2433.58,netbanking,authentication_failure,0,0.78,0.662,1,2026-06-15 13:02:34
10347,434,1289.18,card,customer_abandonment,3,0.655,0.022,0,2026-05-31 13:02:34
10348,4016,4257.31,card,insufficient_balance,0,0.805,0.572,0,2026-06-05 13:02:34
10349,1785,6692.61,card,temporary_bank_failure,1,0.4,0.63,0,2026-05-30 13:02:34
10350,1913,6565.48,wallet,customer_abandonment,1,0.719,0.208,0,2026-06-29 13:02:34
10351,3445,807.8,card,network_timeout,1,0.819,0.748,1,2026-06-19 13:02:34
10352,3088,2262.12,netbanking,authentication_failure,0,0.556,0.572,1,2026-08-04 13:02:34
10353,2284,9453.87,card,insufficient_balance,2,0.585,0.324,0,2026-06-30 13:02:34
10354,1133,4813.89,netbanking,authentication_failure,0,0.797,0.669,1,2026-08-25 13:02:34
10355,4315,2086.59,card,temporary_bank_failure,2,0.449,0.57,1,2026-07-03 13:02:34
10356,4940,6046.11,netbanking,repeated_failure,0,0.78,0.262,1,2026-07-12 13:02:34
10357,4847,7917.81,netbanking,network_timeout,0,0.702,0.781,1,2026-06-10 13:02:34
10358,1611,7521.13,upi,repeated_failure,2,0.615,0.036,0,2026-08-12 13:02:34
10359,1889,9604.13,upi,network_timeout,3,0.754,0.562,1,2026-08-11 13:02:34
10360,4365,8241.51,wallet,network_timeout,0,0.777,0.811,1,2026-06-06 13:02:34
10361,1540,8570.03,upi,temporary_bank_failure,3,0.833,0.643,1,2026-07-25 13:02:34
10362,4349,541.65,wallet,temporary_bank_failure,1,0.78,0.782,0,2026-08-04 13:02:34
10363,4677,6155.48,card,authentication_failure,0,0.572,0.579,0,2026-07-23 13:02:34
10364,3677,8751.25,card,authentication_failure,1,0.908,0.633,1,2026-08-17 13:02:34
10365,2568,2112.48,card,network_timeout,3,0.552,0.481,1,2026-08-25 13:02:34
10366,1423,7592.35,wallet,network_timeout,1,0.806,0.742,1,2026-06-05 13:02:34
10367,4870,4250.78,upi,temporary_bank_failure,1,0.7,0.75,0,2026-06-04 13:02:34
10368,1294,2746.54,upi,repeated_failure,3,0.594,0.02,0,2026-06-30 13:02:34
10369,4617,4105.88,upi,network_timeout,2,0.909,0.704,1,2026-07-31 13:02:34
10370,2378,9902.13,upi,network_timeout,3,0.786,0.574,0,2026-08-08 13:02:34
10371,1943,1704.65,card,insufficient_balance,0,0.602,0.491,1,2026-07-23 13:02:34
10372,1316,6247.64,wallet,customer_abandonment,3,0.685,0.034,0,2026-08-02 13:02:34
10373,3145,9081.27,card,repeated_failure,3,0.96,0.094,0,2026-07-10 13:02:34
10374,1003,6817.04,upi,temporary_bank_failure,0,0.723,0.839,1,2026-07-24 13:02:34
10375,84,3941.1,upi,temporary_bank_failure,0,0.872,0.899,1,2026-07-15 13:02:34
10376,4533,552.08,upi,repeated_failure,0,0.836,0.284,1,2026-08-09 13:02:34
10377,3220,4904.69,netbanking,network_timeout,1,0.687,0.695,1,2026-08-20 13:02:34
10378,4107,684.44,upi,network_timeout,3,0.733,0.553,0,2026-06-17 13:02:34
10379,454,345.43,wallet,network_timeout,2,0.897,0.699,1,2026-06-01 13:02:34
10380,286,7659.86,upi,customer_abandonment,2,0.69,0.116,0,2026-06-28 13:02:34
10381,4237,5515.02,card,insufficient_balance,2,0.847,0.429,0,2026-06-05 13:02:34
10382,3735,1261.43,netbanking,customer_abandonment,3,0.853,0.101,1,2026-06-24 13:02:34
10383,798,9473.42,upi,repeated_failure,0,0.53,0.162,1,2026-08-18 13:02:34
10384,1961,4575.05,card,temporary_bank_failure,0,0.963,0.935,1,2026-06-28 13:02:34
10385,2384,8279.17,netbanking,temporary_bank_failure,1,0.84,0.806,1,2026-06-09 13:02:34
10386,1845,1623.19,wallet,network_timeout,0,0.888,0.855,1,2026-07-24 13:02:34
10387,2223,2334.45,wallet,insufficient_balance,0,0.865,0.596,1,2026-08-01 13:02:34
10388,737,4526.36,wallet,repeated_failure,3,0.849,0.05,0,2026-06-13 13:02:34
10389,1065,9042.88,netbanking,customer_abandonment,1,0.809,0.244,0,2026-05-30 13:02:34
10390,2052,5241.0,netbanking,temporary_bank_failure,1,0.897,0.829,1,2026-08-19 13:02:34
10391,1672,7066.89,netbanking,insufficient_balance,2,0.749,0.39,1,2026-07-09 13:02:34
10392,2398,754.84,netbanking,customer_abandonment,1,0.742,0.217,0,2026-06-15 13:02:34
10393,4037,5292.64,upi,insufficient_balance,0,0.703,0.531,0,2026-08-01 13:02:34
10394,3349,532.8,upi,temporary_bank_failure,3,0.873,0.659,1,2026-06-20 13:02:34
10395,290,4083.94,card,customer_abandonment,0,0.511,0.204,0,2026-08-15 13:02:34
10396,389,5872.84,wallet,repeated_failure,3,0.57,0.02,0,2026-07-16 13:02:34
10397,3241,9093.33,card,network_timeout,2,0.83,0.672,1,2026-08-14 13:02:34
10398,3771,5348.89,upi,repeated_failure,0,0.883,0.303,1,2026-06-03 13:02:34
10399,2766,8131.36,upi,network_timeout,3,0.918,0.627,1,2026-08-20 13:02:34
10400,4618,7635.99,netbanking,customer_abandonment,0,0.712,0.285,0,2026-08-08 13:02:34
10401,1223,3205.42,card,repeated_failure,2,0.523,0.02,0,2026-08-16 13:02:34
10402,465,2551.83,netbanking,authentication_failure,1,0.416,0.436,1,2026-07-17 13:02:34
10403,3675,2795.79,card,repeated_failure,1,0.936,0.244,0,2026-07-03 13:02:34
10404,3285,6852.51,wallet,insufficient_balance,0,0.993,0.647,0,2026-08-06 13:02:34
10405,1349,5602.62,upi,authentication_failure,0,0.517,0.557,1,2026-08-16 13:02:34
10406,1933,9893.99,netbanking,repeated_failure,2,0.648,0.049,0,2026-06-29 13:02:34
10407,4597,6213.63,netbanking,insufficient_balance,1,0.879,0.522,1,2026-06-16 13:02:34
10408,4708,7125.47,netbanking,insufficient_balance,2,0.882,0.443,0,2026-06-03 13:02:34
10409,1529,7319.28,upi,network_timeout,2,0.79,0.656,1,2026-07-24 13:02:34
10410,2002,2751.54,netbanking,insufficient_balance,2,0.755,0.392,1,2026-08-08 13:02:34
10411,997,5719.59,card,authentication_failure,1,0.641,0.526,1,2026-08-26 13:02:34
10412,3764,8343.53,wallet,repeated_failure,1,0.646,0.128,0,2026-08-27 13:02:34
10413,4515,7620.29,wallet,insufficient_balance,3,0.885,0.364,1,2026-08-16 13:02:34
10414,228,4901.15,netbanking,customer_abandonment,3,0.886,0.114,1,2026-06-05 13:02:34
10415,4718,6203.94,wallet,customer_abandonment,2,0.748,0.139,0,2026-08-13 13:02:34
10416,4508,8712.61,card,customer_abandonment,3,0.969,0.148,0,2026-06-07 13:02:34
10417,2610,7741.62,card,repeated_failure,3,0.922,0.079,0,2026-08-02 13:02:34
10418,560,941.12,netbanking,repeated_failure,0,0.469,0.138,0,2026-06-11 13:02:34
10419,3481,1251.05,upi,temporary_bank_failure,3,0.885,0.664,1,2026-06-08 13:02:34
10420,3973,818.37,upi,insufficient_balance,1,0.584,0.404,1,2026-08-03 13:02:34
10421,456,3862.61,upi,customer_abandonment,2,0.717,0.127,1,2026-06-16 13:02:34
10422,327,6471.45,upi,authentication_failure,1,0.987,0.665,0,2026-06-01 13:02:34
10423,2679,4103.26,upi,insufficient_balance,2,0.61,0.334,1,2026-07-10 13:02:34
10424,952,6863.54,wallet,repeated_failure,1,0.876,0.22,0,2026-07-08 13:02:34
10425,3289,7626.42,netbanking,network_timeout,3,0.54,0.476,0,2026-07-15 13:02:34
10426,560,7992.62,wallet,insufficient_balance,1,0.469,0.358,1,2026-07-03 13:02:34
10427,219,1256.87,card,temporary_bank_failure,2,0.794,0.708,0,2026-07-11 13:02:34
10428,1092,2734.98,wallet,repeated_failure,0,0.481,0.142,0,2026-07-07 13:02:34
10429,1519,4668.69,wallet,temporary_bank_failure,1,0.413,0.635,0,2026-06-20 13:02:34
10430,1131,204.32,card,customer_abandonment,1,0.863,0.265,1,2026-08-12 13:02:34
10431,3753,2703.43,wallet,authentication_failure,0,0.834,0.684,1,2026-07-27 13:02:34
